Texte 200
complicate;0.06513241501088707
procedure;0.028221279249624115
bulletin;0.05356807513017014
catalog;0.02921402324405823
equipment;0.08109904232036286
machine;0.09592725703114811
method;0.03584621907201438
medical;0.07521304522101209
situation;0.03395524951743119
page;0.04464915028398904
mechanization;0.051455752020042225
today;0.03957717042196022
bookbinding;0.07669675489160402
when;0.025705311876250428
medicine;0.04200373524945319
medium-sized;0.07669675489160402
none;0.05621349016470598
prevailing;0.0694004687804467
examination;0.04281385147193875
journal;0.05028109294213622
out;0.028221279249624115
employ;0.07279053301501658
devise;0.04627178901901282
contain;0.03395524951743119
accept;0.04125153562858851
mean;0.027218014199052273
hand;0.04054952116018143
consider;0.025298839917010645
item;0.03510471574864163
expedite;0.07669675489160402
exist;0.03057015873714211
large;0.04125153562858851
assume;0.03927203845487335
telephone;0.047511610446974745
library;0.10189815514841646
example;0.028221279249624115
article;0.025378888331591902
historical;0.06513241501088707
volume;0.03057015873714211
must;0.02933033730918018
forerunner;0.0694004687804467
idea;0.0341383204933456
bear;0.05480789655813206
afford;0.05621349016470598
congress;0.040215324335817426
national;0.03153402393214727
Texte 201
finding;0.03925276671028151
2,000;0.07578212108209698
investigation;0.03524924148880776
1962;0.12630878725228337
purpose;0.02736686133636727
yale;0.1685619462725521
medical;0.08212918731030056
receive;0.0799891775846451
supply;0.08643290092152231
use;0.04150276229050007
core;0.04990520385673496
publish;0.06457137701664771
january;0.05728283473227973
charge;0.047219975682234905
1,500;0.08374933005405037
least;0.04078761030366682
list;0.0317747487086591
slip;0.061382546731575505
june;0.11037436930837659
1959;0.12630878725228337
75;0.06525004370423312
heavily;0.08374933005405037
1961/62;0.08374933005405037
50;0.056187315424184044
six;0.04465510727632444
reveal;0.047709166652565894
usage;0.04875481927562021
period;0.03576786718168672
80;0.06315439362614168
library;0.03708936681647342
129;0.08374933005405037
125;0.07112160259809508
demand;0.036497906327920354
biomedical;0.04990520385673496
title;0.08393660175112982
produce;0.032285688508323855
262;0.08374933005405037
percent;0.23149972279775285
supple;0.08374933005405037
upwards;0.08374933005405037
columbia;0.18946318087842506
combine;0.047219975682234905
circulation;0.08711917593645752
mid-1962;0.08374933005405037
journal;0.13726160429606152
month;0.05052666617018641
issue;0.07756709676492496
Texte 202
extent;0.025283199256231664
spend;0.02953639686193659
need;0.0923366962275706
user;0.050412204424180984
constitute;0.02872889271384623
reading;0.02706547910544559
response;0.04970586464796434
yield;0.02650411538293185
practitioner;0.02912001930621033
prediction;0.03045962811123126
interview;0.026778693540472468
assessment;0.055360766982559886
usage;0.027365608238573928
anticipate;0.03153739639938072
read;0.025283199256231664
question;0.04852390106304876
experimentation;0.06566409209504727
colleague;0.03153739639938072
respect;0.04548376256785574
room;0.03359193660014546
determination;0.028360128753588502
satisfaction;0.05745778542769246
probe;0.03991986726473724
undertake;0.02706547910544559
diary;0.04253577118801572
representation;0.026240747676349558
proximity;0.03806385389408059
information;0.05310724243752982
comment;0.027365608238573928
amount;0.045187123623020915
clinician;0.04253577118801572
underlie;0.028360128753588502
emerge;0.02706547910544559
differ;0.028011307971199627
hypothesize;0.04253577118801572
equate;0.04700768848195085
environment;0.06822564385178362
fallout;0.03991986726473724
furnishes;0.04700768848195085
scientist;0.03192267560425761
ask;0.025283199256231664
Texte 203
nine;0.0528222842835608
take;0.03311679566633619
illustrate;0.0477308285981579
two-thirds;0.08562395498886283
medical;0.09279531553241752
imprint;0.08562395498886283
analysis;0.04766631847108264
pattern;0.03708279111505284
material;0.033003371251157564
table;0.05002863000282125
half;0.055720252482446636
publish;0.03647863506784644
examination;0.0528222842835608
charge;0.05335244005655113
subject;0.03111483878546271
slip;0.06935430604736453
ratio;0.05708857086761322
biomedical;0.05638639916280445
collect;0.048828976494626246
graph;0.06348436937537678
reveal;0.053905162321730295
year;0.02536977820048069
date;0.15693877311743765
distribution;0.0398270650587828
journal;0.21712290134104278
period;0.04041304473774994
library;0.027937445134486476
book;0.16721432856458185
part;0.03223598272687176
yale;0.12696873875075357
two-fifths;0.09462586642470627
where;0.04435052862070768
seven;0.05448245793953333
circulation;0.09843335462950395
field;0.026551229865490127
relation;0.03576093794219645
circulate;0.14271252585647604
recorded;0.08562395498886283
Texte 204
extent;0.05024225493225523
teacher;0.06267046720389759
borrow;0.06155493672967156
heavy;0.09341271429105617
user;0.07513357390142358
medical;0.13740844799992594
ii;0.04460934903759054
analysis;0.04705521182401747
